
id_venta;id_prod;id_cliente ;id_territorio;cod_pago ;id_vendedor ;fecha_venta;fecha_entrega;fecha_pago ;valor_unidad;cantidad ;costos _directos ;costos_indirectos 
1226;8;3;10;104;18;26 02 2019;10 03 2019;19 03 2019;443;29;6423,5;2569,4
1227;91;297;3;106;22;30 04 2018;6 05 2018;27 05 2018;254;79;8026,4;4815,84
1228;41;237;2;104;52;28 08 2019;29 08 2019;2 09 2019;446;60;13380;6690
1229;88;42;17;102;94;15 03 2019;2 04 2019;29 04 2019;738;77;22730,4;11365,2
1230;43;307;13;103;98;27 02 2018;6 03 2018;1 04 2018;448;86;15411,2;6164,48
1231;95;113;10;105;63;7 01 2019;30 01 2019;15 02 2019;281;89;12504,5;5001,8
1232;7;155;14;106;66;29 03 2018;4 04 2018;28 04 2018;240;22;2640;1584
1233;10;335;7;105;90;19 02 2019;12 03 2019;15 03 2019;647;3;970,5;582,3
1234;64;191;5;105;9;1 03 2019;24 03 2019;22 04 2019;339;14;2373;949,2
1235;30;26;1;103;103;12 07 2019;13 07 2019;25 07 2019;496;28;6944;4166,4
1236;20;214;19;101;20;8 06 2018;22 06 2018;22 07 2018;767;65;19942;11965,2
1237;14;9;8;101;57;13 02 2019;9 03 2019;11 03 2019;64;106;2713,6;1628,16
1238;22;326;3;105;44;4 01 2018;9 01 2018;3 02 2018;676;8;2163,2;1081,6
1239;56;43;11;102;97;5 08 2018;9 08 2018;15 08 2018;283;3;424,5;254,7
1240;85;298;18;104;64;27 11 2019;24 12 2019;14 01 2020;165;49;3234;1940,4
1241;95;180;12;101;83;14 04 2018;22 04 2018;13 05 2018;557;20;5570;2228
1242;84;321;20;102;6;18 04 2019;6 05 2019;23 05 2019;255;115;11730;5865
1243;10;168;9;103;10;29 03 2018;25 04 2018;6 05 2018;822;30;9864;5918,4
1244;51;122;1;105;38;23 02 2018;1 03 2018;8 03 2018;52;106;2204,8;1322,88
1245;63;235;19;104;81;4 07 2018;25 07 2018;3 08 2018;427;23;3928,4;2357,04
1246;68;287;17;104;104;8 11 2018;28 11 2018;11 12 2018;279;41;5719,5;2859,75
1247;11;227;20;106;21;17 07 2019;28 07 2019;8 08 2019;769;52;19994;11996,4
1248;46;247;8;103;59;14 03 2018;3 04 2018;10 04 2018;523;7;1830,5;915,25
1249;46;197;20;103;86;12 01 2019;25 01 2019;7 02 2019;358;107;19153;7661,2
1250;93;184;19;103;64;8 12 2018;2 01 2019;16 01 2019;947;119;56346,5;33807,9
1251;87;293;16;101;9;22 08 2018;23 08 2018;7 09 2018;251;21;2635,5;1054,2
1252;3;316;5;101;45;5 06 2018;3 07 2018;25 07 2018;694;83;23040,8;13824,48
1253;31;295;18;102;35;13 01 2018;1 02 2018;9 02 2018;187;53;3964,4;1982,2
1254;94;116;7;101;88;26 01 2019;1 02 2019;1 03 2019;237;45;4266;2559,6
1255;26;163;13;105;37;16 05 2019;22 05 2019;8 06 2019;901;6;2703;1621,8
1256;41;331;9;101;92;25 10 2019;3 11 2019;14 11 2019;367;16;2348,8;939,52
1257;71;163;7;102;21;18 04 2018;16 05 2018;17 05 2018;226;108;9763,2;3905,28
1258;43;49;16;101;63;9 07 2019;10 07 2019;2 08 2019;863;100;34520;20712
1259;65;68;7;101;91;9 02 2018;11 03 2018;15 03 2018;24;95;1140;570
1260;71;23;1;106;39;19 08 2018;23 08 2018;4 09 2018;48;73;1401,6;560,64
1261;49;30;8;101;79;17 12 2019;14 01 2020;23 01 2020;562;104;23379,2;14027,52
1262;5;306;17;105;69;2 05 2018;24 05 2018;13 06 2018;48;3;72;28,8
1263;53;106;10;104;67;23 06 2018;7 07 2018;31 07 2018;444;87;15451,2;7725,6
1264;24;206;9;106;52;11 02 2019;11 03 2019;7 04 2019;639;112;28627,2;11450,88
1265;36;313;6;106;105;5 05 2018;12 05 2018;22 05 2018;327;55;7194;3597
1266;61;155;17;105;87;28 11 2018;16 12 2018;24 12 2018;661;109;28819,6;14409,8
1267;58;86;12;103;10;23 09 2019;1 10 2019;2 10 2019;320;57;9120;3648
1268;93;253;4;105;5;30 08 2019;17 09 2019;22 09 2019;421;94;15829,6;7914,8
1269;48;281;4;102;84;24 10 2018;15 11 2018;25 11 2018;605;50;15125;7562,5
1270;77;12;9;101;55;11 07 2018;22 07 2018;31 07 2018;816;94;30681,6;18408,96
1271;40;279;16;105;20;6 11 2019;30 11 2019;15 12 2019;687;93;25556,4;10222,56
1272;84;164;9;104;97;19 10 2019;10 11 2019;30 11 2019;961;16;7688;4612,8
1273;47;38;7;106;25;18 04 2018;24 04 2018;1 05 2018;267;73;9745,5;4872,75
1274;68;241;6;103;101;20 04 2018;17 05 2018;24 05 2018;206;75;7725;3862,5
1275;65;97;11;104;75;5 01 2019;4 02 2019;10 02 2019;229;64;7328;2931,2
1276;46;296;13;101;65;21 02 2018;22 02 2018;20 03 2018;477;111;21178,8;8471,52
1277;26;38;5;106;11;6 07 2019;27 07 2019;24 08 2019;382;76;11612,8;5806,4
1278;51;135;8;105;28;31 05 2018;14 06 2018;12 07 2018;955;25;11937,5;7162,5
1279;78;70;12;105;59;4 01 2019;30 01 2019;6 02 2019;610;91;22204;13322,4
1280;56;220;16;104;3;28 03 2019;24 04 2019;5 05 2019;459;69;12668,4;7601,04
1281;24;302;14;106;98;18 05 2018;22 05 2018;25 05 2018;756;62;23436;9374,4
1282;28;25;16;103;63;18 05 2018;13 06 2018;25 06 2018;229;46;4213,6;2528,16
1283;74;129;13;105;22;20 12 2019;11 01 2020;23 01 2020;949;74;35113;17556,5
1284;10;235;19;105;87;23 11 2018;21 12 2018;29 12 2018;966;32;15456;9273,6
1285;40;222;9;105;52;29 04 2018;20 05 2018;7 06 2018;499;30;5988;3592,8
1286;55;236;8;102;24;26 06 2018;18 07 2018;25 07 2018;404;99;19998;9999
1287;32;299;2;106;79;22 03 2019;20 04 2019;28 04 2019;523;66;13807,2;5522,88
1288;61;262;9;105;63;17 07 2019;29 07 2019;1 08 2019;826;108;44604;17841,6
1289;73;77;1;104;56;24 02 2018;4 03 2018;16 03 2018;625;87;21750;10875
1290;93;242;15;102;62;10 10 2018;27 10 2018;6 11 2018;441;108;23814;9525,6
1291;24;235;19;101;35;7 06 2018;13 06 2018;9 07 2018;474;19;4503;2701,8
1292;61;305;10;104;37;3 10 2018;25 10 2018;11 11 2018;110;47;2068;1240,8
1293;59;256;17;102;99;2 12 2018;2 12 2018;28 12 2018;205;41;4202,5;1681
1294;69;29;4;103;92;9 12 2019;25 12 2019;23 01 2020;663;69;18298,8;9149,4
1295;51;114;1;103;52;7 05 2018;27 05 2018;24 06 2018;915;57;26077,5;13038,75
1296;87;323;17;105;60;8 12 2019;24 12 2019;29 12 2019;139;40;2780;1668
1297;23;217;16;101;93;18 02 2019;19 03 2019;27 03 2019;803;1;321,2;128,48
1298;26;285;9;106;11;1 01 2019;11 01 2019;14 01 2019;887;18;6386,4;3193,2
1299;70;245;18;102;10;4 06 2018;25 06 2018;26 06 2018;959;55;21098;10549
1300;49;278;13;101;84;22 04 2019;27 04 2019;2 05 2019;413;33;6814,5;3407,25
1301;21;37;1;103;61;15 01 2018;18 01 2018;11 02 2018;151;16;1208;604
1302;56;309;3;101;76;21 07 2018;8 08 2018;19 08 2018;788;11;3467,2;1386,88
1303;7;258;14;101;65;1 04 2019;12 04 2019;23 04 2019;724;65;23530;14118
1304;66;137;7;104;104;18 03 2018;28 03 2018;21 04 2018;105;67;2814;1125,6
1305;87;40;20;104;19;16 07 2018;19 07 2018;25 07 2018;104;32;1331,2;665,6
1306;2;203;20;103;23;15 07 2019;17 07 2019;4 08 2019;908;16;5811,2;3486,72
1307;68;3;18;105;86;18 03 2019;4 04 2019;17 04 2019;585;16;3744;1872
1308;70;175;5;103;21;12 07 2019;28 07 2019;3 08 2019;616;119;36652;14660,8
1309;56;260;2;102;90;24 07 2019;9 08 2019;2 09 2019;278;47;5226,4;2090,56
1310;51;108;14;101;46;16 08 2019;29 08 2019;16 09 2019;245;78;9555;4777,5
1311;57;101;5;106;44;22 02 2018;21 03 2018;24 03 2018;840;105;44100;17640
1312;12;1;5;106;82;27 03 2018;29 03 2018;22 04 2018;55;1;27,5;11
1313;49;201;9;104;10;7 05 2018;20 05 2018;25 05 2018;376;62;9324,8;5594,88
1314;70;11;16;102;101;29 08 2019;14 09 2019;13 10 2019;770;44;16940;8470
1315;26;39;8;105;43;29 06 2019;29 07 2019;28 08 2019;425;22;4675;2805
1316;16;111;18;104;49;28 04 2019;22 05 2019;14 06 2019;107;33;1412,4;706,2
1317;94;139;8;105;63;22 08 2018;12 09 2018;30 09 2018;472;14;3304;1652
1318;69;155;4;106;25;19 02 2019;7 03 2019;10 03 2019;846;71;30033;18019,8
1319;28;83;4;104;93;25 08 2019;1 09 2019;15 09 2019;105;50;2625;1312,5
1320;49;274;4;102;96;16 11 2018;21 11 2018;11 12 2018;369;101;18634,5;7453,8
1321;62;212;20;102;82;16 02 2018;22 02 2018;12 03 2018;294;23;2704,8;1081,92
1322;30;143;7;106;61;11 06 2018;6 07 2018;30 07 2018;816;59;24072;14443,2
1323;22;119;13;104;56;20 04 2019;8 05 2019;19 05 2019;825;17;7012,5;3506,25
1324;57;308;7;103;18;30 12 2018;30 12 2018;2 01 2019;661;109;28819,6;11527,84
1325;24;151;2;104;55;4 01 2018;9 01 2018;22 01 2018;614;70;21490;8596
1326;93;248;20;106;55;7 07 2018;16 07 2018;11 08 2018;913;88;32137,6;12855,04
1327;39;239;14;101;90;18 04 2019;27 04 2019;14 05 2019;336;24;4032;1612,8
1328;16;132;4;105;51;7 04 2019;3 05 2019;2 06 2019;308;16;2464;1232
1329;74;190;15;106;21;6 09 2019;21 09 2019;29 09 2019;686;92;31556;12622,4
1330;72;273;8;106;55;6 03 2019;23 03 2019;20 04 2019;794;73;23184,8;9273,92
1331;77;265;20;102;56;5 06 2018;10 06 2018;11 06 2018;242;12;1452;871,2
1332;54;118;5;102;92;4 12 2019;8 12 2019;11 12 2019;640;97;31040;12416
1333;66;216;10;106;100;5 08 2018;6 08 2018;17 08 2018;849;64;27168;10867,2
1334;50;205;17;102;86;24 03 2019;26 03 2019;21 04 2019;503;21;5281,5;3168,9
1335;81;155;15;106;31;20 05 2018;26 05 2018;9 06 2018;843;70;23604;14162,4
1336;51;208;7;102;22;28 08 2018;28 08 2018;22 09 2018;649;90;23364;11682
1337;2;109;18;102;57;16 09 2019;25 09 2019;9 10 2019;299;60;8970;4485
1338;58;28;10;106;6;18 09 2018;15 10 2018;28 10 2018;461;38;7007,2;4204,32
1339;86;233;15;102;105;28 08 2018;23 09 2018;21 10 2018;495;100;19800;9900
1340;64;117;17;102;14;13 08 2018;26 08 2018;31 08 2018;246;116;14268;5707,2
1341;17;58;4;105;34;11 08 2018;8 09 2018;28 09 2018;219;66;7227;3613,5
1342;85;234;14;101;8;20 05 2018;16 06 2018;4 07 2018;796;20;6368;2547,2
1343;28;121;10;106;39;31 10 2018;27 11 2018;1 12 2018;620;38;11780;5890
1344;89;248;2;103;62;6 07 2019;28 07 2019;12 08 2019;54;12;259,2;103,68
1345;18;196;20;104;73;23 07 2019;10 08 2019;17 08 2019;994;11;4373,6;1749,44
1346;33;334;14;103;95;22 12 2018;7 01 2019;27 01 2019;988;7;3458;2074,8
1347;45;221;1;102;4;5 09 2018;4 10 2018;14 10 2018;686;82;22500,8;13500,48
1348;61;48;12;105;43;8 10 2018;5 11 2018;14 11 2018;168;112;7526,4;3010,56
1349;46;216;2;105;103;20 08 2018;30 08 2018;21 09 2018;614;68;20876;10438
1350;33;311;12;104;20;4 10 2018;3 11 2018;6 11 2018;765;45;13770;5508
1351;25;226;11;101;31;24 03 2018;3 04 2018;8 04 2018;239;19;1816,4;1089,84
1352;14;152;5;105;69;20 06 2019;12 07 2019;10 08 2019;159;78;6201;3720,6
1353;77;53;17;106;90;1 04 2018;22 04 2018;6 05 2018;913;76;34694;20816,4
1354;83;15;14;104;82;13 07 2018;10 08 2018;2 09 2018;398;80;15920;9552
1355;6;303;13;103;56;29 05 2018;1 06 2018;16 06 2018;73;103;3759,5;2255,7
1356;18;23;13;106;8;23 11 2019;13 12 2019;10 01 2020;980;5;1960;1176
1357;52;73;6;102;81;14 10 2018;30 10 2018;28 11 2018;111;28;1554;621,6
1358;46;240;9;104;105;29 05 2019;16 06 2019;20 06 2019;847;80;27104;16262,4
1359;65;159;4;105;56;22 06 2018;21 07 2018;2 08 2018;984;98;48216;24108
1360;1;56;12;103;6;21 12 2019;9 01 2020;19 01 2020;679;3;814,8;407,4
1361;41;15;4;106;27;5 08 2018;18 08 2018;16 09 2018;153;94;7191;2876,4
1362;63;174;12;104;37;27 05 2018;23 06 2018;25 06 2018;11;35;192,5;77
1363;58;34;8;102;22;11 04 2018;11 04 2018;6 05 2018;696;91;25334,4;10133,76
1364;91;141;17;104;20;6 09 2018;30 09 2018;18 10 2018;945;29;10962;4384,8
1365;43;154;9;104;51;4 02 2019;13 02 2019;4 03 2019;653;114;29776,8;14888,4
1366;96;111;19;105;86;27 01 2019;15 02 2019;22 02 2019;29;5;58;29
1367;39;49;7;106;97;29 07 2018;7 08 2018;15 08 2018;418;107;22363;13417,8
1368;70;334;7;101;1;5 09 2019;3 10 2019;17 10 2019;999;106;42357,6;16943,04
1369;59;199;15;104;9;8 12 2019;6 01 2020;21 01 2020;807;13;4196,4;1678,56
1370;10;87;3;102;12;19 12 2019;23 12 2019;18 01 2020;783;74;23176,8;13906,08
1371;41;2;2;105;102;5 12 2018;21 12 2018;14 01 2019;872;13;5668;3400,8
1372;85;273;16;103;16;1 09 2019;1 10 2019;15 10 2019;814;100;32560;16280
1373;51;109;14;105;85;8 05 2019;3 06 2019;10 06 2019;446;22;3924,8;1962,4
1374;55;47;6;106;32;20 07 2019;6 08 2019;13 08 2019;611;120;36660;21996
1375;22;265;14;105;48;5 04 2018;14 04 2018;30 04 2018;731;8;2924;1462
1376;46;234;9;106;84;3 01 2019;31 01 2019;19 02 2019;663;73;24199,5;12099,75
1377;54;238;8;101;2;15 07 2018;20 07 2018;26 07 2018;754;42;15834;7917
1378;34;171;7;101;101;15 09 2018;26 09 2018;20 10 2018;687;40;10992;4396,8
1379;46;223;5;102;91;12 03 2018;5 04 2018;4 05 2018;465;119;27667,5;16600,5
1380;57;158;7;104;32;29 12 2019;6 01 2020;24 01 2020;699;14;3914,4;1957,2
1381;3;21;8;103;74;29 04 2019;21 05 2019;19 06 2019;244;89;10858;4343,2
1382;43;323;1;106;13;2 05 2019;23 05 2019;10 06 2019;203;28;2842;1421
1383;69;233;6;103;76;12 04 2019;17 04 2019;10 05 2019;498;100;19920;11952
1384;23;85;7;106;8;16 03 2019;17 03 2019;21 03 2019;179;112;8019,2;4811,52
1385;93;262;20;104;102;11 05 2019;4 06 2019;22 06 2019;616;12;2956,8;1774,08
1386;85;50;12;106;75;10 12 2019;2 01 2020;28 01 2020;877;22;9647;3858,8
1387;23;300;20;106;29;6 09 2018;14 09 2018;10 10 2018;772;67;25862;12931
1388;29;300;13;105;57;14 08 2018;5 09 2018;5 09 2018;568;66;14995,2;8997,12
1389;22;266;12;101;90;16 01 2019;7 02 2019;2 03 2019;108;35;1890;1134
1390;76;232;4;101;12;13 10 2019;11 11 2019;5 12 2019;262;50;6550;2620
1391;66;233;4;102;68;26 10 2018;21 11 2018;17 12 2018;334;89;11890,4;4756,16
1392;35;187;12;103;67;20 07 2019;24 07 2019;1 08 2019;307;36;5526;2763
1393;15;313;15;103;21;23 04 2018;27 04 2018;26 05 2018;737;32;9433,6;5660,16
1394;31;190;18;102;95;8 02 2018;10 03 2018;26 03 2018;668;25;6680;3340
1395;3;281;14;106;78;27 12 2019;12 01 2020;6 02 2020;131;48;2515,2;1257,6
1396;16;165;17;102;4;27 05 2018;20 06 2018;28 06 2018;603;108;26049,6;10419,84
1397;38;1;15;103;76;11 10 2019;2 11 2019;22 11 2019;690;16;4416;2208
1398;80;24;9;103;21;27 10 2019;25 11 2019;25 12 2019;716;49;17542;7016,8
1399;44;29;3;101;98;1 02 2018;24 02 2018;14 03 2018;497;7;1739,5;695,8
1400;77;192;10;104;100;17 01 2018;6 02 2018;6 03 2018;481;58;13949;6974,5
1401;94;96;4;101;99;15 04 2018;7 05 2018;16 05 2018;373;95;14174;8504,4
1402;88;106;11;105;24;2 09 2019;11 09 2019;9 10 2019;957;54;20671,2;12402,72
1403;21;329;14;103;88;24 03 2019;3 04 2019;17 04 2019;290;28;3248;1948,8
1404;41;319;13;101;48;7 06 2019;24 06 2019;11 07 2019;697;76;26486;13243
1405;4;141;20;105;103;1 10 2019;15 10 2019;31 10 2019;408;34;6936;3468
1406;50;182;10;104;52;14 12 2018;9 01 2019;3 02 2019;752;104;31283,2;18769,92
1407;36;270;5;106;2;11 09 2019;2 10 2019;3 10 2019;778;23;8947;4473,5
1408;49;205;20;101;99;22 01 2019;16 02 2019;16 03 2019;581;73;21206,5;10603,25
1409;91;69;17;102;50;16 07 2018;22 07 2018;1 08 2018;874;52;18179,2;7271,68
1410;79;161;19;104;43;5 04 2018;5 04 2018;24 04 2018;514;119;24466,4;12233,2
1411;72;145;12;103;32;14 01 2019;8 02 2019;27 02 2019;787;58;22823;11411,5
1412;64;312;14;102;73;22 12 2019;8 01 2020;25 01 2020;771;18;5551,2;2220,48
1413;31;117;3;102;68;9 06 2019;14 06 2019;12 07 2019;210;41;4305;1722
1414;6;152;20;105;50;5 11 2019;30 11 2019;17 12 2019;496;40;9920;4960
1415;26;255;11;101;87;10 08 2019;2 09 2019;7 09 2019;819;79;32350,5;12940,2
1416;12;96;17;105;22;9 12 2019;23 12 2019;23 12 2019;521;68;17714;7085,6
1417;17;278;17;102;64;17 01 2018;16 02 2018;1 03 2018;941;58;27289;13644,5
1418;52;254;8;102;57;17 09 2018;29 09 2018;14 10 2018;672;92;30912;15456
1419;93;232;2;106;44;9 12 2019;9 12 2019;24 12 2019;480;101;19392;11635,2
1420;35;279;14;101;83;21 03 2019;14 04 2019;5 05 2019;426;62;13206;5282,4
1421;24;317;6;105;86;29 05 2018;16 06 2018;23 06 2018;174;84;5846,4;3507,84
1422;74;136;14;105;30;23 08 2018;4 09 2018;20 09 2018;829;60;19896;11937,6
1423;20;156;7;104;94;19 12 2018;16 01 2019;11 02 2019;510;50;12750;6375
1424;27;179;20;106;79;22 05 2018;19 06 2018;4 07 2018;194;52;4035,2;2017,6
1425;36;102;4;105;53;31 12 2019;8 01 2020;3 02 2020;688;110;30272;12108,8
1426;41;242;7;101;69;19 05 2019;6 06 2019;30 06 2019;966;75;28980;11592
1427;68;164;17;105;93;19 08 2019;30 08 2019;10 09 2019;991;11;5450,5;3270,3
1428;46;217;1;103;104;18 01 2018;5 02 2018;25 02 2018;498;101;20119,2;10059,6
1429;74;28;5;101;59;23 11 2019;11 12 2019;19 12 2019;941;80;30112;18067,2
1430;29;258;15;106;92;19 11 2018;15 12 2018;11 01 2019;517;3;775,5;387,75
1431;89;16;8;101;96;25 03 2019;27 03 2019;29 03 2019;529;24;6348;3808,8
1432;38;168;19;101;69;31 12 2019;18 01 2020;13 02 2020;112;66;2956,8;1774,08
1433;41;271;1;105;97;6 12 2019;23 12 2019;24 12 2019;271;12;1626;813
1434;71;258;2;102;25;2 07 2018;31 07 2018;5 08 2018;539;56;15092;7546
1435;23;281;12;104;46;10 03 2019;6 04 2019;28 04 2019;474;48;11376;5688
1436;81;210;20;105;101;26 05 2018;28 05 2018;1 06 2018;401;65;13032,5;7819,5
1437;38;97;14;106;4;7 05 2018;26 05 2018;23 06 2018;844;65;27430;10972
1438;6;166;5;106;47;21 01 2018;24 01 2018;5 02 2018;861;104;44772;26863,2
1439;61;253;11;104;98;27 05 2019;23 06 2019;23 06 2019;51;67;1708,5;683,4
1440;75;204;17;105;53;23 07 2019;9 08 2019;7 09 2019;246;96;11808;5904
1441;36;335;6;105;4;3 08 2018;16 08 2018;4 09 2018;194;52;5044;3026,4
1442;90;275;9;105;26;27 11 2019;15 12 2019;13 01 2020;442;118;20862,4;12517,44
1443;2;335;12;104;89;6 07 2019;3 08 2019;18 08 2019;203;105;8526;3410,4
1444;37;273;2;102;38;13 04 2018;29 04 2018;29 05 2018;229;27;3091,5;1236,6
1445;38;285;12;105;69;24 01 2019;10 02 2019;26 02 2019;746;29;8653,6;3461,44
1446;67;14;12;103;21;10 03 2019;13 03 2019;28 03 2019;365;22;4015;1606
1447;52;39;6;105;52;10 02 2018;8 03 2018;15 03 2018;110;47;2068;1034
1448;42;243;13;103;44;7 12 2019;22 12 2019;15 01 2020;89;62;2759;1379,5
1449;26;222;7;105;94;12 09 2018;19 09 2018;17 10 2018;496;77;19096;11457,6
1450;34;205;9;105;53;3 12 2019;27 12 2019;23 01 2020;528;116;24499,2;14699,52
1451;59;217;2;106;84;4 04 2018;9 04 2018;9 05 2018;561;36;10098;5049
1452;46;136;16;102;54;10 02 2018;4 03 2018;19 03 2018;673;90;24228;12114
1453;58;139;8;102;45;10 10 2018;15 10 2018;2 11 2018;947;58;27463;13731,5
1454;11;102;3;103;52;9 06 2019;9 07 2019;19 07 2019;895;1;447,5;179
1455;33;333;11;105;18;12 11 2018;22 11 2018;15 12 2018;788;18;7092;4255,2
1456;87;159;10;101;105;23 11 2019;5 12 2019;21 12 2019;428;81;17334;10400,4
1457;73;52;18;104;32;15 03 2019;2 04 2019;14 04 2019;208;16;1331,2;798,72
1458;87;169;6;102;94;30 01 2019;12 02 2019;28 02 2019;734;68;19964,8;7985,92
1459;20;5;12;101;67;8 05 2019;15 05 2019;24 05 2019;326;69;8997,6;4498,8
1460;96;292;9;103;73;30 08 2019;10 09 2019;22 09 2019;644;107;34454;17227
1461;7;75;3;106;59;12 12 2019;25 12 2019;23 01 2020;588;16;4704;2352
1462;16;285;10;106;88;14 07 2018;26 07 2018;18 08 2018;159;68;5406;3243,6
1463;30;231;17;105;46;4 08 2019;7 08 2019;14 08 2019;916;54;19785,6;9892,8
1464;23;156;7;101;34;19 08 2019;3 09 2019;4 09 2019;678;108;29289,6;17573,76
1465;22;189;15;103;39;10 05 2018;18 05 2018;9 06 2018;296;22;2604,8;1302,4
1466;15;253;13;106;29;15 01 2019;28 01 2019;12 02 2019;741;106;39273;15709,2
1467;69;294;13;101;6;5 12 2019;3 01 2020;6 01 2020;631;104;26249,6;10499,84
1468;29;127;4;102;103;13 06 2019;13 07 2019;7 08 2019;625;66;16500;8250
1469;47;43;10;105;87;17 12 2019;11 01 2020;30 01 2020;764;104;31782,4;15891,2
1470;21;94;7;101;98;21 03 2019;6 04 2019;11 04 2019;415;26;5395;2158
1471;51;156;20;103;27;28 01 2019;23 02 2019;20 03 2019;179;48;3436,8;1374,72
1472;77;25;9;105;103;14 12 2018;1 01 2019;17 01 2019;739;39;14410,5;8646,3
1473;30;130;16;102;84;1 07 2019;23 07 2019;20 08 2019;711;78;27729;13864,5
1474;1;320;18;105;72;15 12 2018;27 12 2018;20 01 2019;451;103;18581,2;9290,6
1475;19;11;4;106;33;12 11 2018;2 12 2018;25 12 2018;50;102;2550;1275
1476;33;104;1;102;96;16 01 2019;28 01 2019;4 02 2019;909;68;30906;12362,4
1477;1;281;1;104;62;20 07 2018;10 08 2018;1 09 2018;236;13;1534;767
1478;27;182;6;106;45;14 12 2019;4 01 2020;28 01 2020;414;43;8901;5340,6
1479;74;198;14;106;34;7 07 2019;1 08 2019;15 08 2019;413;4;826;495,6
1480;82;250;17;103;97;18 06 2019;8 07 2019;13 07 2019;483;77;18595,5;11157,3
1481;29;156;14;104;17;5 09 2018;7 09 2018;29 09 2018;894;90;40230;24138
1482;32;165;18;105;11;4 02 2018;18 02 2018;14 03 2018;880;16;7040;4224
1483;70;317;19;102;89;21 05 2018;14 06 2018;28 06 2018;528;39;8236,8;4118,4
1484;28;86;10;105;65;25 10 2019;18 11 2019;13 12 2019;80;107;4280;1712
1485;12;141;19;101;84;9 01 2019;14 01 2019;18 01 2019;35;2;28;16,8
1486;25;276;16;102;2;17 03 2018;5 04 2018;20 04 2018;966;66;25502,4;12751,2
1487;89;278;7;105;57;30 08 2019;24 09 2019;6 10 2019;868;40;17360;8680
1488;34;28;19;102;65;16 03 2019;28 03 2019;28 03 2019;486;89;17301,6;6920,64
1489;61;45;13;105;67;27 08 2019;7 09 2019;27 09 2019;18;38;273,6;136,8
1490;5;303;15;101;14;21 11 2019;18 12 2019;1 01 2020;366;51;7466,4;2986,56
1491;81;274;7;101;73;8 10 2019;26 10 2019;10 11 2019;747;114;42579;21289,5
1492;10;124;4;105;16;14 10 2019;26 10 2019;10 11 2019;155;100;6200;3100
1493;63;317;11;102;74;18 06 2018;28 06 2018;21 07 2018;139;6;333,6;200,16
1494;61;278;15;104;11;14 07 2018;8 08 2018;22 08 2018;515;19;4892,5;2446,25
1495;70;254;11;106;63;31 03 2018;11 04 2018;23 04 2018;378;90;13608;5443,2
1496;71;88;6;101;98;19 11 2019;8 12 2019;23 12 2019;774;48;14860,8;8916,48
1497;4;4;9;101;34;15 10 2018;24 10 2018;25 10 2018;394;22;4334;2600,4
1498;47;2;15;104;49;1 04 2019;24 04 2019;14 05 2019;227;9;1021,5;612,9
1499;15;126;20;102;93;1 05 2018;8 05 2018;29 05 2018;823;93;38269,5;19134,75
1500;27;312;16;106;74;17 10 2018;20 10 2018;13 11 2018;335;4;670;402
1501;77;31;2;101;69;16 11 2019;29 11 2019;2 12 2019;807;107;34539,6;20723,76
1502;76;81;6;106;59;15 01 2019;4 02 2019;6 02 2019;718;16;5744;2872
1503;91;182;15;101;71;4 08 2018;29 08 2018;9 09 2018;625;2;625;250
1504;18;29;10;101;7;14 02 2018;24 02 2018;18 03 2018;473;115;21758;10879
1505;96;141;11;106;26;26 04 2019;7 05 2019;2 06 2019;125;47;2937,5;1762,5
1506;21;260;4;105;6;8 05 2018;15 05 2018;30 05 2018;631;52;16406;6562,4
1507;42;147;19;106;46;25 04 2018;25 04 2018;27 04 2018;863;86;37109;22265,4
1508;48;181;8;106;39;22 03 2019;11 04 2019;7 05 2019;977;87;33999,6;20399,76
1509;27;149;4;104;68;29 07 2019;9 08 2019;21 08 2019;337;71;11963,5;5981,75
1510;58;144;1;104;76;22 09 2019;25 09 2019;23 10 2019;178;89;7921;4752,6
1511;1;166;5;104;95;20 04 2019;13 05 2019;23 05 2019;677;35;9478;5686,8
1512;23;63;16;101;34;27 02 2018;27 03 2018;9 04 2018;157;59;4631,5;2778,9
1513;8;299;5;102;60;28 11 2018;22 12 2018;26 12 2018;589;82;24149;12074,5
1514;65;243;1;104;10;26 09 2018;22 10 2018;10 11 2018;532;31;8246;4123
1515;23;331;2;104;82;22 12 2019;28 12 2019;22 01 2020;579;66;15285,6;6114,24
1516;43;219;4;103;46;4 06 2019;11 06 2019;7 07 2019;937;64;29984;11993,6
1517;20;288;4;105;20;1 08 2019;11 08 2019;2 09 2019;963;30;11556;5778
1518;60;109;4;104;24;1 05 2019;5 05 2019;15 05 2019;578;18;4161,6;2080,8
1519;96;269;1;105;54;11 03 2019;29 03 2019;5 04 2019;304;6;729,6;437,76
1520;66;288;20;103;48;16 07 2019;31 07 2019;11 08 2019;362;63;9122,4;5473,44
1521;5;228;4;101;47;15 09 2019;5 10 2019;11 10 2019;795;15;4770;2385
1522;54;55;16;101;6;9 12 2019;18 12 2019;15 01 2020;901;91;40995,5;24597,3
1523;47;17;7;101;21;29 03 2019;16 04 2019;8 05 2019;174;32;2227,2;1113,6
1524;56;265;1;104;89;28 01 2018;19 02 2018;20 02 2018;666;63;16783,2;10069,92
1525;95;248;15;101;40;30 06 2018;26 07 2018;31 07 2018;861;100;34440;20664
1526;63;143;18;106;80;26 07 2019;10 08 2019;25 08 2019;677;37;12524,5;5009,8
